"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Ratings.Source","Ratings.Value","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","tomatoURL","DVD","BoxOffice","Production","Website","Response"
"31","OMG: Oh My God!","2012","NOT RATED","28 Sep 2012","125 min","Comedy, Drama, Family","Umesh Shukla","Bhavesh Mandalia (screenplay), Umesh Shukla (screenplay)","Paresh Rawal, Mithun Chakraborty, Akshay Kumar, Om Puri","A shopkeeper takes God to court when his shop is destroyed by an earthquake.","Hindi, English","India","3 wins & 7 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNDk0NDU1NzEwN15BMl5BanBnXkFtZTgwMTgyNTA2NjE@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","34,954","tt2283748","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/omg_oh_my_god/","N/A","N/A","Viva Entertainment","http://www.facebook.com/OhMyGodTheMovie","True"
"32","Shahid","2012","NOT RATED","18 Oct 2013","129 min","Biography, Crime, Drama","Hansal Mehta","Sameer Gautam Singh (screenplay), Sameer Gautam Singh, Sameer Gautam Singh (story), Hansal Mehta (screenplay), Hansal Mehta (story)","Rajkummar Rao, Prabhleen Sandhu, Mohammed Zeeshan Ayyub, Baljinder Kaur","The account of Human Rights lawyer Shahid Azmi, an ordinary citizen with an extraordinary commitment to justice.","Hindi, Hindi","India","9 wins & 7 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMDE1NjQ1Nl5BMl5BanBnXkFtZTgwMDAyMTUzMDE@._V1_SX300.jpg","Internet Movie Database","8.3/10","N/A","8.3","8,820","tt2181831","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/shahid/","02 Dec 2013","N/A","UTV","https://www.facebook.com/pages/SHAHID/248590485258319?ref=hl","True"
"33","Bhaag Milkha Bhaag","2013","NOT RATED","12 Jul 2013","186 min","Biography, Drama, History","Rakeysh Omprakash Mehra","Prasoon Joshi","Farhan Akhtar, Sonam Kapoor, Pavan Malhotra, Art Malik","The truth behind the ascension of Milkha ""The Flying Sikh"" Singh who was scarred because of the India-Pakistan partition.","Hindi","India","50 wins & 36 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1_SX300.jpg","Internet Movie Database","8.3/10","N/A","8.3","46,773","tt2356180","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/bhaag_milkha_bhaag/","12 Jan 2015","$1,626,289","Reliance Entertainment","http://www.facebook.com/BMBTheFilm","True"
"34","The World of Apu","1959","NOT RATED","04 Oct 1960","105 min","Drama","Satyajit Ray","Bibhutibhushan Bandyopadhyay (original story ""Aparajito""), Satyajit Ray (screenplay)","Soumitra Chatterjee, Sharmila Tagore, Alok Chakravarty, Swapan Mukherjee","This final installment in Satyajit Ray's Apu Trilogy follows Apu's life as an orphaned adult aspiring to be a writer.","Bengali, English","India","Nominated for 1 BAFTA Film Award. Another 3 wins & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMjUzMDA2M15BMl5BanBnXkFtZTgwOTM2MzkwNzE@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","8,017","tt0052572","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/apur_sansar/","28 Oct 2003","N/A","Satyajit Ray Productions","N/A","True"
"35","Udaan","2010","NOT RATED","16 Jul 2010","134 min","Drama","Vikramaditya Motwane","Vikramaditya Motwane, Anurag Kashyap, Satyanshu Singh (Rohan's poems and stories), Devanshu Singh (Rohan's poems and stories)","Rajat Barmecha, Sanjay Gandhi, Ronit Roy, Manjot Singh","Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.","Hindi, English","India","13 wins & 21 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNzgxMzExMzUwNV5BMl5BanBnXkFtZTcwMDc2MjUwNA@@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","34,313","tt1639426","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/udaan_2010/","05 Oct 2010","$7,461","UTV Motion Pictures","http://www.udaanthefilm.net/","True"
"36","Chak de! India","2007","NOT RATED","10 Aug 2007","153 min","Drama, Family, Sport","Shimit Amin","Jaideep Sahni (dialogue), Jaideep Sahni (screenplay), Jaideep Sahni (story)","Shah Rukh Khan, Vidya Malvade, Sagarika Ghatge, Shilpa Shukla","Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds.","Hindi","India","26 wins & 18 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MjgyNDE5Nl5BMl5BanBnXkFtZTcwMzM1MDc4MQ@@._V1_SX300.jpg","Internet Movie Database","8.3/10","68","8.3","55,982","tt0871510","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/chak_de_india/","20 Nov 2007","$1,053,098","Yash Raj Films","http://www.yashrajfilms.com/","True"
"37","Jigarthanda","2014","NOT RATED","01 Aug 2014","171 min","Action, Crime, Drama","Karthik Subbaraj","Karthik Subbaraj (story), Karthik Subbaraj, Karthik Subbaraj","Siddharth, Bobby Simha, Lakshmi Menon, Nassar","An aspiring director targets a ruthless gangster because he wants to make a violent gangster film. His discreet attempts to research the gangster fail miserably. Finally when he gets caught snooping, things hit the fan.","Tamil","India","4 wins & 6 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BODExZjUzMDktNWEwNy00MzRkLWI2ZTctZTNmZTViNDhkMmU2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg","Internet Movie Database","8.4/10","N/A","8.4","6,036","tt3569782","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/jigarthanda_2014/","N/A","N/A","Five Star Films","N/A","True"
"38","Kahaani","2012","NOT RATED","09 Mar 2012","122 min","Drama, Mystery, Thriller","Sujoy Ghosh","Sujoy Ghosh (dialogue), Sujoy Ghosh (screenplay), Sujoy Ghosh (story), Advaita Kala (story), Suresh Nair (additional screenplay), Ritesh Shah (dialogue), Sutapa Sikdar (dialogue), Nikhil Vyas (additional screenplay)","Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee","A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.","Hindi, Bengali","India","16 wins & 12 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NDI0NzkyOF5BMl5BanBnXkFtZTcwNzAyNzE2Nw@@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","43,874","tt1821480","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/kahaani/","31 Jul 2012","$1,030,219","Viacom 18 Motion Pictures & Pen India","http://www.kahaanithefilm.com/","True"
"39","Satya","1998","NOT RATED","03 Jul 1998","170 min","Crime, Drama, Thriller","Ram Gopal Varma","Anurag Kashyap, Saurabh Shukla, Kona Venkat (dubbing dialogue: Telugu)","J.D. Chakravarthi, Urmila Matondkar, Paresh Rawal, Manoj Bajpayee","An innocent man is embroiled in underworld after being falsely charged and sets out to punish the perpetrators who subjected his life to misery.","Hindi, Urdu, Marathi","India","10 wins & 7 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwMjk3MzA2OF5BMl5BanBnXkFtZTcwNjU2ODgzMQ@@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","9,127","tt0195231","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/satya/","27 Apr 2004","N/A","Eros Entertainment","N/A","True"
"40","Pink","2016","NOT RATED","16 Sep 2016","136 min","Crime, Drama, Thriller","Aniruddha Roy Chowdhury","Shoojit Sircar (story), Aniruddha Roy Chowdhury (story), Ritesh Shah (story), Ritesh Shah (dialogue), Ritesh Shah (screenplay)","Tapsee Pannu, Kirti Kulhari, Andrea Tariang, Amitabh Bachchan","When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.","Hindi, English","India","4 wins & 5 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNGI1MTI1YTQtY2QwYi00YzUzLTg3NWYtNzExZDlhOTZmZWU0XkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_SX300.jpg","Internet Movie Database","8.3/10","N/A","8.3","23,347","tt5571734","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/771449569","N/A","N/A","NH Studioz","N/A","True"
"41","Dil Chahta Hai","2001","NOT RATED","24 Jul 2001","183 min","Comedy, Drama, Romance","Farhan Akhtar","Kassim Jagmagia (story co-developed by), Farhan Akhtar (story), Farhan Akhtar (screenplay), Farhan Akhtar (dialogue), Karan Kashyap (dialogue supervisor)","Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity Zinta","Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.","Hindi, English, Urdu","India","21 wins & 38 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BYTA2NjNkYjUtMWFiYy00MjA4LTk3YTUtYjQwNTVjNjZkZDUxXkEyXkFqcGdeQXVyNTE4Mzg4MTE@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","53,600","tt0292490","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dil-chahta-hai/","25 Sep 2001","N/A","Excel Entertainment","N/A","True"
"42","Aparajito","1956","NOT RATED","11 Oct 1956","110 min","Drama","Satyajit Ray","Bibhutibhushan Bandyopadhyay (novel), Satyajit Ray (script by: in subtitles), Kanailal Basu (assistant screenplay writer)","Kamala Adhikari, Lalchand Banerjee, Kali Bannerjee, Kanu Bannerjee","Following his father's death, a boy leaves home to study in Calcutta, while his mother must face a life alone.","Bengali, English","India","Nominated for 2 BAFTA Film Awards. Another 6 wins.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1NjI2OTM4N15BMl5BanBnXkFtZTgwMzQ2MzkwNzE@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","7,817","tt0048956","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/aparajito/","28 Oct 2003","N/A","N/A","N/A","True"
"43","Premam","2015","N/A","12 Jun 2015","156 min","Comedy, Drama, Romance","Alphonse Puthren","Alphonse Puthren","Nivin Pauly, Madonna Sebastian, Sai Pallavi, S.V. Krishna Shankar","A young man has three opportunities to find love. Will the third time be the charm?","Malayalam","India","10 wins & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMzJhNjMyOGMtYjhiYy00ZTAwLThmZWUtZmE5NzI3OTk4Y2M4XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_SX300.jpg","Internet Movie Database","8.3/10","N/A","8.3","8,711","tt4679210","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/premam/","N/A","$825,602","Blue Sky Cinema","N/A","True"
"44","Lagaan: Once Upon a Time in India","2001","PG","08 May 2002","224 min","Adventure, Drama, Musical","Ashutosh Gowariker","Ashutosh Gowariker (story), Ashutosh Gowariker (screenplay), Kumar Dave (screenplay), Sanjay Dayma (screenplay), K.P. Saxena (dialogue)","Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne","The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.","Hindi, English, Awadhi, Urdu","India","Nominated for 1 Oscar. Another 44 wins & 19 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNDYxNWUzZmYtOGQxMC00MTdkLTkxOTctYzkyOGIwNWQxZjhmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","Internet Movie Database","8.2/10","84","8.2","81,045","tt0169102","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/lagaan_once_upon_a_time_in_india/","22 Jan 2002","N/A","B4U Entertainment","http://www.lagaan.com","True"
"45","PK","2014","N/A","19 Dec 2014","153 min","Comedy, Drama, Fantasy","Rajkumar Hirani","Rajkumar Hirani, Abhijat Joshi","Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani","A stranger in the city asks questions no one has asked before. His childlike curiosity will take him on a journey of love, laughter, and letting go.","Hindi, English, Urdu","India","2 wins & 12 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","104,636","tt2338151","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/pk/","N/A","$9,027,790","UTV Communications","http://pkmovie.in/","True"
"46","Ustad Hotel","2012","N/A","29 Jun 2012","151 min","Comedy, Drama, Musical","Anwar Rasheed","Anjali Menon","Dulquer Salmaan, Thilakan, Siddique, Nithya Menon","An urbane chef from a well-to-do family with very high ambitions goes on to find approval from his conservative father, true love and the real purpose of his life.","Malayalam","India","3 wins & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BM2IzYzU4MWMtZDg0ZC00YTJiLWFlMzQtOWI3YmY5NGE1YjQ0XkEyXkFqcGdeQXVyMjM0ODk5MDU@._V1_SX300.jpg","Internet Movie Database","8.4/10","N/A","8.4","5,887","tt2218988","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/ustad_hotel/","N/A","N/A","N/A","N/A","True"
"47","Roja","1992","N/A","10 Jan 2003","137 min","Drama, Romance, Thriller","Mani Ratnam","Mani Ratnam","Arvind Swamy, Madhoo, Pankaj Kapur, Nassar","A woman from a village in Tamil Nadu marries a sophisticated city dweller and moves with him to Kashmir, where all is rosy - until he gets kidnapped by militants.","Tamil, Hindi, Marathi, Telugu","India","10 wins & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BNzA2Yjg0ZmQtZWZmOC00YWZmLWIzNTktZDgyMjhjNjUyNzQ5XkEyXkFqcGdeQXVyMjAzMjcxNTE@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","7,469","tt0105271","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/roja/","25 May 1999","N/A","N/A","N/A","True"
"48","Sarfarosh","1999","N/A","30 Apr 1999","174 min","Action, Adventure, Drama","John Mathew Matthan","Hriday Lani (dialogue), John Mathew Matthan (screenplay), John Mathew Matthan (story), Pathik Vats (dialogue)","Naseeruddin Shah, Aamir Khan, Sonali Bendre, Mukesh Rishi","After his brother is killed and father severly injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists.","Hindi","India","7 wins & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMDczOTE2M15BMl5BanBnXkFtZTcwMDY2ODgzMQ@@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","18,827","tt0200087","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/sarfarosh/","27 Jul 1999","N/A","Contentino","N/A","True"
"49","Iqbal","2005","N/A","20 Jan 2006","132 min","Drama, Sport","Nagesh Kukunoor","Nagesh Kukunoor, Vipul K. Rawal (story)","Naseeruddin Shah, Girish Karnad, Shreyas Talpade, Shweta Prasad","Iqbal, the deaf and mute son of a farmer, has a passion for the game of cricket and seeks the tutelage of a washed-up, alcoholic ex-player.","Hindi","India","3 wins & 10 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNDA5NDAzNTAyM15BMl5BanBnXkFtZTgwMzE1MDA2MDE@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","11,732","tt0453729","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/iqbal/","23 May 2006","N/A","Tip Top Entertainment","N/A","True"
"50","Maqbool","2003","N/A","30 Jan 2004","132 min","Crime, Drama","Vishal Bhardwaj","Abbas Tyrewala (screenplay), Vishal Bhardwaj (screenplay), Vishal Bhardwaj (dialogue), William Shakespeare (play)","Irrfan Khan, Tabu, Pankaj Kapur, Naseeruddin Shah","The intrigue of the Shakespearean tragedy 'Macbeth' is transposed to the Mumbai underworld.","Hindi, Urdu","India","8 wins & 12 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZTJlNmE0ZGMtZGEwNC00YTFjLWEyNTEtOGFmNDU3NjA0MjhiXkEyXkFqcGdeQXVyMjc0MDU2NTM@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","5,921","tt0379370","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/maqbool/","N/A","N/A","Yash Raj Films","N/A","True"
"51","Bangalore Days","2014","N/A","30 May 2014","171 min","Comedy, Drama, Romance","Anjali Menon","Anjali Menon (dialogue), Anjali Menon (screenplay), Anjali Menon","Dulquer Salmaan, Nazriya Nazim, Nivin Pauly, Fahadh Faasil","Three cousins set out to fulfill their Bangalore dreams.","Malayalam","India","3 wins & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjk2Nzc5NmUtMzlhMS00MzRmLWEwNTctMzg0M2EyNjg2NTRjXkEyXkFqcGdeQXVyMjM0ODk5MDU@._V1_SX300.jpg","Internet Movie Database","8.3/10","N/A","8.3","8,485","tt3668162","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/bangalore_days/","N/A","N/A","N/A","N/A","True"
"52","Sairat","2016","NOT RATED","29 Apr 2016","174 min","Drama, Romance","Nagraj Manjule","Nagraj Manjule (story and screenplay), Nagraj Manjule (dialogue), Bharat Manjule (dialogue)","Rinku Rajguru, Akash Thosar, Arbaz Shaikh, Tanaji Galgunde","In interior Maharashtra, a fisherman's son and a local politician's daughter fall in love against the restrictions of caste hierarchy.","Marathi","India","1 win & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjBjNWYyY2UtOGNjZC00MTg4LWIwYWItYmZiNDI5MGUwNWRkXkEyXkFqcGdeQXVyNjI1NjA5NjE@._V1_SX300.jpg","Internet Movie Database","8.6/10","N/A","8.6","5,531","tt5312232","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/sairat/","N/A","N/A","Essel Vision Productions","N/A","True"
"53","Omkara","2006","N/A","28 Jul 2006","155 min","Action, Crime, Drama","Vishal Bhardwaj","Vishal Bhardwaj (screenplay), Robin Bhatt (screenplay), Abhishek Chaubey (screenplay), Vishal Bhardwaj (dialogue), William Shakespeare (play), Vishal Bhardwaj (adaptation)","Ajay Devgn, Kareena Kapoor Khan, Saif Ali Khan, Konkona Sen Sharma","A politically-minded enforcer's misguided trust in his lieutenant leads him to suspect his wife of infidelity in this adaptation of Shakespeare's 'Othello'.","Hindi","India","15 wins & 14 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMDU2NjUyOF5BMl5BanBnXkFtZTgwOTc3MDA2MDE@._V1_SX300.jpg","Internet Movie Database","8.1/10","N/A","8.1","14,618","tt0488414","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/suraj/","24 Oct 2006","N/A","N/A","N/A","True"
"54","Lage Raho Munna Bhai","2006","PG-13","01 Sep 2006","144 min","Comedy, Drama, Fantasy","Rajkumar Hirani","Vidhu Vinod Chopra (screenplay), Rajkumar Hirani (dialogue), Rajkumar Hirani (screenplay), Rajkumar Hirani (story), Abhijat Joshi (dialogue), Abhijat Joshi (screenplay)","Sanjay Dutt, Arshad Warsi, Vidya Balan, Jimmy Shergill","Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.","Hindi","India","14 wins & 13 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNzg2NzkzNjU0M15BMl5BanBnXkFtZTgwMTI1MDA2MDE@._V1_SX300.jpg","Internet Movie Database","8.1/10","N/A","8.1","32,323","tt0456144","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/lage_raho_munna_bhai/","28 Nov 2006","N/A","Eros","http://www.lagerahomunnabhai.com/","True"
"55","Zindagi Na Milegi Dobara","2011","N/A","15 Jul 2011","155 min","Adventure, Comedy, Drama","Zoya Akhtar","Farhan Akhtar (dialogue), Reema Kagti (story), Zoya Akhtar (story), Reema Kagti (screenplay), Zoya Akhtar (screenplay)","Katrina Kaif, Hrithik Roshan, Naseeruddin Shah, Kalki Koechlin","Three friends decide to turn their fantasy vacation into reality after one of their number becomes engaged.","Hindi, Japanese, Spanish, English","India","19 wins & 16 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZGFmMjM5OWMtZTRiNC00ODhlLThlYTItYTcyZDMyYmMyYjFjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","8.1/10","N/A","8.1","49,317","tt1562872","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/zindagi_na_milegi_dobara/","26 Sep 2011","N/A","Eros International","http://www.znmdthemovie.com/","True"
